5.940999999875203,26819697981520,-58
5.940999999875203,71126641020500,-80
5.940999999875203,26819697983185,-79
5.940999999875203,26819697983184,-79
5.940999999875203,26819697971297,-81
5.940999999875203,211818623467431,-80
5.940999999875203,26819697971312,-43
0.0,26819697990272,-76
5.9420000000391155,211818623467433,-79
5.9420000000391155,273342338241718,-72
5.9420000000391155,194062624719716,-76
5.9420000000391155,273342338241716,-71
5.9420000000391155,26819697971313,-45
5.9420000000391155,26819697990289,-78
5.9420000000391155,26819697990288,-78
5.940999999875203,26819697982289,-68
5.940999999875203,26819697982288,-68
5.940999999875203,26819697983313,-79
5.940999999875203,26819697983312,-79
5.940999999875203,26819697979889,-69
5.940999999875203,26819697979888,-69
5.940999999875203,26819697981521,-58
5.940999999875203,26819697981520,-58
5.940999999875203,71126641020500,-80
5.940999999875203,26819697983185,-79
5.940999999875203,26819697983184,-79
5.940999999875203,26819697971297,-81
5.940999999875203,211818623467431,-80
5.940999999875203,26819697971312,-43
0.0,26819697990272,-76
