1198.9170000000013,35321811042581,-78
1198.9170000000013,35321811042435,-79
1198.9170000000013,35321811042626,-80
1198.9170000000013,35321811042373,-80
1198.9170000000013,35321811042583,-81
1198.9170000000013,35321811042388,-82
1198.9170000000013,35321811042386,-82
1198.9170000000013,35321811042593,-83
1198.9170000000013,35321811042585,-83
1198.9170000000013,35321811042601,-83
1198.9170000000013,35321811042609,-83
1198.9170000000013,35321811042328,-84
1198.9170000000013,35321811042312,-85
1198.9170000000013,35321811042311,-85
1198.9170000000013,35321811042567,-86
1198.9170000000013,35321811042560,-87
1198.9170000000013,35321811042343,-87
1198.9170000000013,35321811042354,-87
1198.9170000000013,35321811042592,-89
1198.9170000000013,35321811042437,-89
1198.9170000000013,35321811042305,-89
1198.9170000000013,35321811042455,-89
1198.9170000000013,35321811042679,-89
1198.9170000000013,35321811042308,-90
1198.9170000000013,35321811042599,-90
1198.9170000000013,35321811043157,-90
